updateDate,code,code_name
2018-11-26,sh.603993,洛阳钼业
2018-11-26,sz.000001,平安银行
2018-11-26,sz.000002,万科A
2018-11-26,sz.000060,中金岭南
2018-11-26,sz.000063,中兴通讯
2018-11-26,sz.000069,华侨城A
2018-11-26,sz.000100,TCL集团
2018-11-26,sz.000157,中联重科
2018-11-26,sz.000166,申万宏源
2018-11-26,sz.000333,美的集团
2018-11-26,sz.000338,潍柴动力
2018-11-26,sz.000402,金融街
2018-11-26,sz.000413,东旭光电
2018-11-26,sz.000415,渤海租赁
2018-11-26,sz.000423,东阿阿胶
2018-11-26,sz.000425,徐工机械
2018-11-26,sz.000503,国新健康
2018-11-26,sz.000538,云南白药
2018-11-26,sz.000540,中天金融
2018-11-26,sz.000559,万向钱潮
2018-11-26,sz.000568,泸州老窖
2018-11-26,sz.000623,吉林敖东
2018-11-26,sz.000625,长安汽车
2018-11-26,sz.000627,天茂集团
2018-11-26,sz.000630,铜陵有色
2018-11-26,sz.000651,格力电器
2018-11-26,sz.000671,阳光城
2018-11-26,sz.000709,河钢股份
2018-11-26,sz.000723,美锦能源
2018-11-26,sz.000725,京东方A
2018-11-26,sz.000728,国元证券
2018-11-26,sz.000768,中航飞机
2018-11-26,sz.000776,广发证券
2018-11-26,sz.000783,长江证券
2018-11-26,sz.000786,北新建材
2018-11-26,sz.000792,盐湖股份
2018-11-26,sz.000826,启迪桑德
2018-11-26,sz.000839,中信国安
2018-11-26,sz.000858,五粮液
2018-11-26,sz.000876,新希望
2018-11-26,sz.000895,双汇发展
2018-11-26,sz.000898,鞍钢股份
2018-11-26,sz.000938,紫光股份
2018-11-26,sz.000959,首钢股份
2018-11-26,sz.000961,中南建设
2018-11-26,sz.000963,华东医药
2018-11-26,sz.000983,西山煤电
2018-11-26,sz.001965,招商公路
2018-11-26,sz.001979,招商蛇口
2018-11-26,sz.002007,华兰生物
2018-11-26,sz.002008,大族激光
2018-11-26,sz.002024,苏宁易购
2018-11-26,sz.002027,分众传媒
2018-11-26,sz.002044,美年健康
2018-11-26,sz.002050,三花智控
2018-11-26,sz.002065,东华软件
2018-11-26,sz.002074,国轩高科
2018-11-26,sz.002081,金螳螂
2018-11-26,sz.002085,万丰奥威
2018-11-26,sz.002142,宁波银行
2018-11-26,sz.002146,荣盛发展
2018-11-26,sz.002153,石基信息
2018-11-26,sz.002202,金风科技
2018-11-26,sz.002230,科大讯飞
2018-11-26,sz.002236,大华股份
2018-11-26,sz.002241,歌尔股份
2018-11-26,sz.002252,上海莱士
2018-11-26,sz.002294,信立泰
2018-11-26,sz.002304,洋河股份
2018-11-26,sz.002310,东方园林
2018-11-26,sz.002352,顺丰控股
2018-11-26,sz.002385,大北农
2018-11-26,sz.002411,延安必康
2018-11-26,sz.002415,海康威视
2018-11-26,sz.002450,康得新
2018-11-26,sz.002456,欧菲科技
2018-11-26,sz.002460,赣锋锂业
2018-11-26,sz.002466,天齐锂业
2018-11-26,sz.002468,申通快递
2018-11-26,sz.002470,金正大
2018-11-26,sz.002475,立讯精密
2018-11-26,sz.002493,荣盛石化
2018-11-26,sz.002500,山西证券
2018-11-26,sz.002508,老板电器
2018-11-26,sz.002555,三七互娱
2018-11-26,sz.002558,巨人网络
2018-11-26,sz.002572,索菲亚
2018-11-26,sz.002594,比亚迪
2018-11-26,sz.002601,龙蟒佰利
2018-11-26,sz.002602,世纪华通
2018-11-26,sz.002608,江苏国信
2018-11-26,sz.002624,完美世界
2018-11-26,sz.002625,光启技术
2018-11-26,sz.002673,西部证券
2018-11-26,sz.002714,牧原股份
2018-11-26,sz.002736,国信证券
2018-11-26,sz.002739,万达电影
2018-11-26,sz.002797,第一创业
2018-11-26,sz.002925,盈趣科技
2018-11-26,sz.300003,乐普医疗
2018-11-26,sz.300015,爱尔眼科
2018-11-26,sz.300017,网宿科技
2018-11-26,sz.300024,机器人
2018-11-26,sz.300027,华谊兄弟
2018-11-26,sz.300033,同花顺
2018-11-26,sz.300059,东方财富
2018-11-26,sz.300070,碧水源
2018-11-26,sz.300072,三聚环保
2018-11-26,sz.300122,智飞生物
2018-11-26,sz.300124,汇川技术
2018-11-26,sz.300136,信维通信
2018-11-26,sz.300144,宋城演艺
2018-11-26,sz.300251,光线传媒
2018-11-26,sz.300408,三环集团
2018-11-26,sz.300433,蓝思科技
