updateDate,code,code_name
2016-11-28,sh.600867,通化东宝
2016-11-28,sh.600871,*ST油服
2016-11-28,sh.600873,梅花生物
2016-11-28,sh.600875,东方电气
2016-11-28,sh.600886,国投电力
2016-11-28,sh.600887,伊利股份
2016-11-28,sh.600893,航发动力
2016-11-28,sh.600895,张江高科
2016-11-28,sh.600900,长江电力
2016-11-28,sh.600958,东方证券
2016-11-28,sh.600959,江苏有线
2016-11-28,sh.600998,九州通
2016-11-28,sh.600999,招商证券
2016-11-28,sh.601006,大秦铁路
2016-11-28,sh.601009,南京银行
2016-11-28,sh.601016,节能风电
2016-11-28,sh.601018,宁波港
2016-11-28,sh.601021,春秋航空
2016-11-28,sh.601088,中国神华
2016-11-28,sh.601098,中南传媒
2016-11-28,sh.601099,太平洋
2016-11-28,sh.601106,中国一重
2016-11-28,sh.601111,中国国航
2016-11-28,sh.601117,中国化学
2016-11-28,sh.601118,海南橡胶
2016-11-28,sh.601166,兴业银行
2016-11-28,sh.601169,北京银行
2016-11-28,sh.601179,中国西电
2016-11-28,sh.601186,中国铁建
2016-11-28,sh.601198,东兴证券
2016-11-28,sh.601211,国泰君安
2016-11-28,sh.601216,君正集团
2016-11-28,sh.601225,陕西煤业
2016-11-28,sh.601258,庞大集团
2016-11-28,sh.601288,农业银行
2016-11-28,sh.601318,中国平安
2016-11-28,sh.601328,交通银行
2016-11-28,sh.601333,广深铁路
2016-11-28,sh.601336,新华保险
2016-11-28,sh.601377,兴业证券
2016-11-28,sh.601390,中国中铁
2016-11-28,sh.601398,工商银行
2016-11-28,sh.601555,东吴证券
2016-11-28,sh.601600,中国铝业
2016-11-28,sh.601601,中国太保
2016-11-28,sh.601607,上海医药
2016-11-28,sh.601608,中信重工
2016-11-28,sh.601618,中国中冶
2016-11-28,sh.601628,中国人寿
2016-11-28,sh.601633,长城汽车
2016-11-28,sh.601668,中国建筑
2016-11-28,sh.601669,中国电建
2016-11-28,sh.601688,华泰证券
2016-11-28,sh.601718,际华集团
2016-11-28,sh.601727,上海电气
2016-11-28,sh.601766,中国中车
2016-11-28,sh.601788,光大证券
2016-11-28,sh.601800,中国交建
2016-11-28,sh.601808,中海油服
2016-11-28,sh.601818,光大银行
2016-11-28,sh.601857,中国石油
2016-11-28,sh.601866,中远海发
2016-11-28,sh.601872,招商轮船
2016-11-28,sh.601888,中国国旅
2016-11-28,sh.601898,中煤能源
2016-11-28,sh.601899,紫金矿业
2016-11-28,sh.601901,方正证券
2016-11-28,sh.601919,中远海控
2016-11-28,sh.601928,凤凰传媒
2016-11-28,sh.601933,永辉超市
2016-11-28,sh.601939,建设银行
2016-11-28,sh.601958,金钼股份
2016-11-28,sh.601985,中国核电
2016-11-28,sh.601988,中国银行
2016-11-28,sh.601989,中国重工
2016-11-28,sh.601991,大唐发电
2016-11-28,sh.601992,金隅集团
2016-11-28,sh.601998,中信银行
2016-11-28,sh.603000,人民网
2016-11-28,sh.603885,吉祥航空
2016-11-28,sh.603993,洛阳钼业
2016-11-28,sz.000001,平安银行
2016-11-28,sz.000002,万科A
2016-11-28,sz.000009,中国宝安
2016-11-28,sz.000027,深圳能源
2016-11-28,sz.000039,中集集团
2016-11-28,sz.000046,泛海控股
2016-11-28,sz.000060,中金岭南
2016-11-28,sz.000061,农产品
2016-11-28,sz.000063,中兴通讯
2016-11-28,sz.000069,华侨城A
2016-11-28,sz.000100,TCL集团
2016-11-28,sz.000156,华数传媒
2016-11-28,sz.000157,中联重科
2016-11-28,sz.000166,申万宏源
2016-11-28,sz.000333,美的集团
2016-11-28,sz.000338,潍柴动力
2016-11-28,sz.000402,金融街
2016-11-28,sz.000413,东旭光电
2016-11-28,sz.000415,渤海金控
2016-11-28,sz.000423,东阿阿胶
2016-11-28,sz.000425,徐工机械
2016-11-28,sz.000503,国新健康
2016-11-28,sz.000538,云南白药
2016-11-28,sz.000540,中天金融
2016-11-28,sz.000559,万向钱潮
2016-11-28,sz.000568,泸州老窖
2016-11-28,sz.000623,吉林敖东
2016-11-28,sz.000625,长安汽车
2016-11-28,sz.000630,铜陵有色
2016-11-28,sz.000651,格力电器
2016-11-28,sz.000686,东北证券
2016-11-28,sz.000709,河钢股份
2016-11-28,sz.000712,锦龙股份
2016-11-28,sz.000725,京东方A
2016-11-28,sz.000728,国元证券
2016-11-28,sz.000729,燕京啤酒
2016-11-28,sz.000738,航发控制
2016-11-28,sz.000750,国海证券
2016-11-28,sz.000768,中航飞机
2016-11-28,sz.000776,广发证券
2016-11-28,sz.000778,新兴铸管
2016-11-28,sz.000783,长江证券
2016-11-28,sz.000792,盐湖股份
2016-11-28,sz.000793,华闻传媒
2016-11-28,sz.000800,一汽轿车
2016-11-28,sz.000825,太钢不锈
2016-11-28,sz.000826,启迪桑德
2016-11-28,sz.000839,中信国安
2016-11-28,sz.000858,五粮液
2016-11-28,sz.000876,新希望
2016-11-28,sz.000883,湖北能源
2016-11-28,sz.000895,双汇发展
2016-11-28,sz.000898,鞍钢股份
2016-11-28,sz.000917,电广传媒
2016-11-28,sz.000963,华东医药
2016-11-28,sz.000977,浪潮信息
2016-11-28,sz.000999,华润三九
2016-11-28,sz.001979,招商蛇口
2016-11-28,sz.002007,华兰生物
2016-11-28,sz.002008,大族激光
2016-11-28,sz.002024,苏宁易购
2016-11-28,sz.002027,分众传媒
2016-11-28,sz.002065,东华软件
2016-11-28,sz.002081,金螳螂
2016-11-28,sz.002129,中环股份
2016-11-28,sz.002142,宁波银行
2016-11-28,sz.002146,荣盛发展
2016-11-28,sz.002152,广电运通
2016-11-28,sz.002153,石基信息
2016-11-28,sz.002183,怡亚通
2016-11-28,sz.002195,二三四五
2016-11-28,sz.002202,金风科技
2016-11-28,sz.002230,科大讯飞
2016-11-28,sz.002236,大华股份
2016-11-28,sz.002241,歌尔股份
2016-11-28,sz.002252,上海莱士
2016-11-28,sz.002292,奥飞娱乐
2016-11-28,sz.002294,信立泰
2016-11-28,sz.002304,洋河股份
2016-11-28,sz.002385,大北农
2016-11-28,sz.002399,海普瑞
2016-11-28,sz.002415,海康威视
2016-11-28,sz.002422,科伦药业
2016-11-28,sz.002424,贵州百灵
2016-11-28,sz.002450,康得新
2016-11-28,sz.002456,欧菲科技
2016-11-28,sz.002465,海格通信
2016-11-28,sz.002470,金正大
2016-11-28,sz.002475,立讯精密
2016-11-28,sz.002500,山西证券
2016-11-28,sz.002568,百润股份
2016-11-28,sz.002594,比亚迪
2016-11-28,sz.002673,西部证券
2016-11-28,sz.002736,国信证券
2016-11-28,sz.002739,万达电影
2016-11-28,sz.300002,神州泰岳
2016-11-28,sz.300003,乐普医疗
2016-11-28,sz.300015,爱尔眼科
2016-11-28,sz.300017,网宿科技
2016-11-28,sz.300024,机器人
2016-11-28,sz.300027,华谊兄弟
2016-11-28,sz.300058,蓝色光标
2016-11-28,sz.300059,东方财富
2016-11-28,sz.300070,碧水源
2016-11-28,sz.300085,银之杰
2016-11-28,sz.300104,乐视网
2016-11-28,sz.300124,汇川技术
2016-11-28,sz.300133,华策影视
2016-11-28,sz.300144,宋城演艺
2016-11-28,sz.300146,汤臣倍健
2016-11-28,sz.300168,万达信息
2016-11-28,sz.300251,光线传媒
2016-11-28,sz.300315,掌趣科技
